,ts,uid,id.orig_h,id.orig_p,id.resp_h,id.resp_p,proto,service,duration,orig_bytes,resp_bytes,conn_state,local_orig,local_resp,missed_bytes,history,orig_pkts,orig_ip_bytes,resp_pkts,resp_ip_bytes,tunnel_parents,label,durationsec
84,2011-01-25 18:53:16.019405127,C1xMb21HoNXLWHoqza,192.168.3.131,56127,65.54.95.140,80,tcp,http,0 days 00:00:07.253273,898,1464,SF,,,0,ShADdfFa,6,1150,5,1676,,normal,7.253273
85,2011-01-25 18:53:16.021502972,CfNLkU10CFI5hphN17,192.168.3.131,56128,65.54.95.140,80,tcp,http,0 days 00:00:07.251228,1788,4334,SF,,,0,ShADdfFa,8,2120,7,4626,,normal,7.251228
86,2011-01-25 18:53:16.263200998,CLwdpK1swO8sl857uj,192.168.3.131,56133,65.54.95.216,80,tcp,http,0 days 00:00:07.009602,756,40406,SF,,,0,ShADadfF,19,1528,32,41698,,normal,7.009602
87,2011-01-25 18:53:17.665382147,CQrtd64jKY5BMutd21,192.168.3.131,56140,65.54.95.68,80,tcp,http,0 days 00:00:05.607475,669,173236,SF,,,0,ShADadfF,59,3041,126,178288,,normal,5.607475
88,2011-01-25 18:53:10.606339931,Cjdd9L1VJEiQ0pzcPa,192.168.3.131,56110,65.54.95.68,80,tcp,http,0 days 00:00:12.666571,677,33833,SF,,,0,ShADadfF,16,1329,28,34965,,normal,12.666571
89,2011-01-25 18:53:17.366618872,CVMiG43Y2UVYCBvtyj,192.168.3.131,56139,65.54.95.75,80,tcp,http,0 days 00:00:05.906344,678,124223,SF,,,0,ShADadfF,42,2370,91,127875,,normal,5.906344
90,2011-01-25 18:52:51.600910902,CWmJPs3oSw1RRbe3gj,192.168.3.131,56060,65.54.95.39,80,tcp,http,0 days 00:00:31.672116,1092,6352,SF,,,0,ShAaDdfF,9,1464,10,6764,,normal,31.672116
91,2011-01-25 18:53:10.607305050,CXk8SE0JJEMHi7J54,192.168.3.131,56112,65.54.95.68,80,tcp,http,0 days 00:00:12.665778,660,5286,SF,,,0,ShADadfF,7,952,8,5618,,normal,12.665778
92,2011-01-25 18:53:10.606893063,CD5rUF2z8LAG1e3ecg,192.168.3.131,56111,65.54.95.75,80,tcp,http,0 days 00:00:12.666242,660,3814,SF,,,0,ShADadfF,7,952,7,4106,,normal,12.666242
93,2011-01-25 18:53:10.607602835,CmZnNyaM1cMGH6863,192.168.3.131,56113,65.54.95.75,80,tcp,http,0 days 00:00:12.665582,660,5469,SF,,,0,ShADadfF,7,952,8,5801,,normal,12.665582
94,2011-01-25 18:53:18.051760912,C91RJqcxkEuMSq1D9,192.168.3.131,56141,65.54.95.75,80,tcp,http,0 days 00:00:05.221475,2057,501,SF,,,0,ShADadfF,9,2429,7,793,,normal,5.221475
95,2011-01-25 18:53:19.262876987,CrbTz030R6HrvBzjp9,192.168.3.131,58388,208.82.236.129,80,tcp,http,0 days 00:00:06.306628,619,3624,SF,,,0,ShADadfF,5,831,7,3916,,normal,6.306628
96,2011-01-25 18:53:15.554672003,CTLUcQzWEKs9fLNnj,192.168.3.131,56126,66.235.139.121,80,tcp,,0 days 00:00:11.260942,8420,2613,SF,,,8420,ShAaGdFRf,6,252,11,3065,,normal,11.260942
97,2011-01-25 18:53:27.307898998,CYfHLJ1wyMZSOOdij1,192.168.3.131,56163,207.46.148.38,80,tcp,http,0 days 00:00:00.043851,645,573,SF,,,0,ShADfFa,5,857,3,701,,normal,0.043851
98,2011-01-25 18:53:27.802336931,CnzRqA25DZFxZOxplj,192.168.3.131,56167,12.129.210.71,80,tcp,http,0 days 00:00:00.093937,884,2185,SF,,,0,ShADdfFa,5,1096,4,2349,,normal,0.093937
99,2011-01-25 18:53:29.207370996,C2eLxi2ZMC48lxru7h,192.168.3.131,58410,208.82.236.129,80,tcp,http,0 days 00:00:00.108096,592,2448,SF,,,0,ShADdfFa,5,804,5,2660,,normal,0.108096
100,2011-01-25 18:53:19.263262987,COZq2ZtwIrRJAzk5k,192.168.3.131,58389,208.82.236.130,80,tcp,http,0 days 00:00:10.189574,443,6511,SF,,,0,ShADdfFa,6,695,8,6843,,normal,10.189574
101,2011-01-25 18:53:15.940728903,CMY8NMGwxHzYLuRof,192.168.3.131,58381,204.9.163.166,80,tcp,http,0 days 00:00:13.650222,299,218,SF,,,0,ShADadfF,6,551,5,430,,normal,13.650222
102,2011-01-25 18:53:31.406126976,C08a8F4HZYMbl23Mt7,192.168.3.131,57838,72.14.213.105,80,tcp,,0 days 00:00:00.019115,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.019115
103,2011-01-25 18:53:27.382757902,CbgrP8pAeeuNh5Fk8,192.168.3.131,56165,65.54.95.140,80,tcp,http,0 days 00:00:05.890010,950,42392,SF,,,0,ShADdfFa,17,1642,33,43724,,normal,5.89001
104,2011-01-25 18:53:27.441019058,CbhnVs4Pg64Zcpfp3k,192.168.3.131,56166,65.54.95.216,80,tcp,http,0 days 00:00:05.831873,530,18113,SF,,,0,ShADadfF,11,982,17,18805,,normal,5.831873
105,2011-01-25 18:53:26.695852995,CSGJKERa0zf1RBjB3,192.168.3.131,56160,65.54.95.68,80,tcp,http,0 days 00:00:06.577114,710,168,SF,,,0,ShADadfF,6,962,5,380,,normal,6.577114
106,2011-01-25 18:53:31.086452007,CKf0Ff49o617L4xAof,192.168.3.131,58416,208.82.236.129,80,tcp,http,0 days 00:00:03.272835,623,2788,SF,,,0,ShADdfFa,5,835,5,3000,,normal,3.272835
107,2011-01-25 18:53:27.284481049,CgQFno4Il2b7fX6W7e,192.168.3.131,56161,66.235.139.121,80,tcp,,0 days 00:00:08.112317,6293,2048,RSTR,,,6293,ShAaGdr,3,132,8,2380,,normal,8.112317
108,2011-01-25 18:53:39.632685900,Ckmm0y4l03Rr6kgixj,192.168.3.131,58434,208.82.236.129,80,tcp,http,0 days 00:00:00.114771,627,3646,SF,,,0,ShADdfFa,5,839,6,3898,,normal,0.114771
109,2011-01-25 18:52:39.603834867,CIm8pe23pueSgoRse2,192.168.3.131,57757,239.255.255.250,1900,udp,,0 days 00:00:06.001114,744,0,S0,,,0,D,6,912,0,0,,normal,6.001114
110,2011-01-25 18:53:16.341060877,CpB0YnoaItcEd2BW3,192.168.3.131,56134,66.235.133.62,80,tcp,,0 days 00:00:24.965307,4054,1478,RSTR,,,4054,ShAaGdr,4,172,6,1730,,normal,24.965307
111,2011-01-25 18:53:39.941267014,C0I0QhhI3rzMoff9b,192.168.3.131,57878,72.14.203.102,80,tcp,,0 days 00:00:01.464838,0,0,SF,,,0,^fAFa,2,80,2,80,,normal,1.464838
112,2011-01-25 18:53:41.841626883,CEuvOE1XGSD12lzXRj,192.168.3.131,58439,208.82.236.129,80,tcp,http,0 days 00:00:00.115140,596,2331,SF,,,0,ShADdfFa,5,808,5,2543,,normal,0.11514
113,2011-01-25 18:53:31.086851835,CzEEHt3DWdLXk3Jl4i,192.168.3.131,58417,208.82.236.130,80,tcp,http,0 days 00:00:10.999201,443,10340,SF,,,0,ShADdfFa,8,775,11,10792,,normal,10.999201
114,2011-01-25 18:53:29.591182947,CncgWm27K3S2GVohS5,192.168.3.131,58411,204.9.163.166,80,tcp,http,0 days 00:00:12.614424,299,218,SF,,,0,ShADadfF,6,551,5,430,,normal,12.614424
115,2011-01-25 18:53:29.684965134,CcfWW11i3OcSfxheL3,192.168.3.131,56174,65.54.95.68,80,tcp,http,0 days 00:00:13.589864,669,173235,SF,,,0,ShADadfF,57,2961,123,178167,,normal,13.589864
116,2011-01-25 18:53:38.723119020,CZGQKR2Rh46DsGG6Q7,192.168.3.131,56194,65.54.95.68,80,tcp,http,0 days 00:00:04.551879,710,168,SF,,,0,ShADadfF,6,962,5,380,,normal,4.551879
117,2011-01-25 18:53:30.001883030,CPg7ro307oLmwnhXTe,192.168.3.131,56175,65.54.95.75,80,tcp,http,0 days 00:00:13.273171,2057,501,SF,,,0,ShADadfF,9,2429,7,793,,normal,13.273171
118,2011-01-25 18:52:53.013592958,CEt9IH15YoD30kea83,192.168.3.131,68,255.255.255.255,67,udp,dhcp,,0,0,S0,,,0,D,1,328,0,0,,normal,0.0
119,2011-01-25 18:53:47.867405176,CGTo8Y37e22ib3Pv9b,172.16.255.1,10616,204.9.163.158,80,tcp,http,0 days 00:00:00.150234,65,281,SF,,,0,ShADadfF,5,277,5,493,,normal,0.150234
120,2011-01-25 18:53:48.697272062,C0gD564DnFlU8HAtWi,10.0.2.15,2489,65.55.25.60,80,tcp,,,0,0,RSTOS0,,,0,R,1,40,0,0,,normal,0.0
121,2011-01-25 18:53:41.891153812,C0hDsztCDR8jlsAvj,192.168.3.131,58440,208.82.236.129,80,tcp,http,0 days 00:00:06.937902,626,2788,SF,,,0,ShADdfFa,5,838,5,3000,,normal,6.937902
122,2011-01-25 18:53:47.060660839,CzJ6vAUNDKfrjGiXc,192.168.3.131,57071,72.14.213.156,80,tcp,,0 days 00:00:04.344782,0,0,SF,,,0,^fAFa,2,80,2,80,,normal,4.344782
123,2011-01-25 18:53:47.607568026,CBAjR5as3nbPTXwab,192.168.3.131,57032,72.14.213.167,80,tcp,,0 days 00:00:03.797989,0,0,SF,,,0,^fAFa,2,80,2,80,,normal,3.797989
124,2011-01-25 18:53:52.288609982,Cx3ApC3m1WAvPGsZJ2,192.168.3.131,58464,208.82.236.129,80,tcp,http,0 days 00:00:00.273932,621,8724,SF,,,0,ShADadfF,7,913,10,9136,,normal,0.273932
125,2011-01-25 18:53:47.722597122,C9bGfL2ltyNgRRNEFb,192.168.3.131,56213,65.54.95.75,80,tcp,http,0 days 00:00:05.555330,710,167,SF,,,0,ShADadfF,6,962,5,379,,normal,5.55533
126,2011-01-25 18:53:47.723490000,CsAXqCuQOwmPj8P06,192.168.3.131,56214,65.54.95.75,80,tcp,http,0 days 00:00:05.554560,710,167,SF,,,0,ShADadfF,6,962,5,379,,normal,5.55456
127,2011-01-25 18:53:55.087274075,Cf7KIE4Fxj9g9Zszs4,172.16.255.1,10617,204.9.163.158,80,tcp,http,0 days 00:00:00.169915,65,281,SF,,,0,ShADadfF,5,277,5,493,,normal,0.169915
128,2011-01-25 18:53:56.397751093,Cm0zrZfVtl1iRoOFk,172.16.255.1,10618,204.9.163.158,80,tcp,http,0 days 00:00:00.152676,65,281,SF,,,0,ShADadfF,5,277,5,493,,normal,0.152676
129,2011-01-25 18:53:56.585006952,CfzZaz1uyrp2jrt70k,172.16.255.1,10619,204.9.163.158,80,tcp,http,0 days 00:00:00.151154,65,281,SF,,,0,ShADadfF,5,277,5,493,,normal,0.151154
130,2011-01-25 18:53:58.602609873,CvKuTs2Tch5QpIbJ05,10.0.2.15,2498,65.55.25.60,443,tcp,,0 days 00:00:00.000159,0,0,SHR,,,0,^fA,1,40,1,40,,normal,0.000159
131,2011-01-25 18:54:00.525501966,CWwj042F6EVj3jCoN7,172.16.255.1,10620,204.9.163.158,80,tcp,http,0 days 00:00:00.157061,65,281,SF,,,0,ShADadfF,5,277,5,493,,normal,0.157061
132,2011-01-25 18:54:01.055902004,C0Flvr2sCGpnSVqdvf,172.16.255.1,10621,147.31.122.1,18165,tcp,,,0,0,S0,,,0,S,1,52,0,0,,normal,0.0
133,2011-01-25 18:52:25.001245975,CuEjNYy1VDc5Tx3pb,192.168.3.131,55968,72.14.213.101,80,tcp,http,0 days 00:01:36.404864,40451,6988,SF,,,45489,ShADadtfGgF,8,1992,7,896,,normal,96.404864
134,2011-01-25 18:54:02.889919996,Cn9OPj1eeAwTNu1eyk,192.168.3.131,58485,208.82.236.129,80,tcp,http,0 days 00:00:00.112593,591,2386,SF,,,0,ShADdfFa,5,803,5,2598,,normal,0.112593
135,2011-01-25 18:54:02.890347958,CoBaIT3mEOa91tfYG3,192.168.3.131,58486,208.82.236.130,80,tcp,http,0 days 00:00:00.235555,443,8940,SF,,,0,ShADdFf,8,775,10,9352,,normal,0.235555
136,2011-01-25 18:54:03.008658886,CLITjM2iMpZLJBw6Kf,192.168.3.131,58490,208.82.236.130,80,tcp,http,0 days 00:00:00.160657,443,9463,SF,,,0,ShADdfFa,7,735,10,9875,,normal,0.160657
137,2011-01-25 18:53:56.734836817,Cc38td2FoIrCFOASPj,192.168.3.131,56233,65.54.95.68,80,tcp,http,0 days 00:00:06.543000,677,33525,SF,,,0,ShADadfF,16,1329,28,34657,,normal,6.543
138,2011-01-25 18:53:56.735882044,CNWN8R2zIcTyMUN3ff,192.168.3.131,56236,65.54.95.68,80,tcp,http,0 days 00:00:06.542136,660,4642,SF,,,0,ShADadfF,7,952,8,4974,,normal,6.542136
139,2011-01-25 18:53:56.735534906,CzapgY21f0InkUL5Bd,192.168.3.131,56235,65.54.95.68,80,tcp,http,0 days 00:00:06.542542,660,4313,SF,,,0,ShADadfF,7,952,7,4605,,normal,6.542542
140,2011-01-25 18:53:56.735221148,CzwXJx1r51xqVcxjhf,192.168.3.131,56234,65.54.95.75,80,tcp,http,0 days 00:00:06.542914,660,5203,SF,,,0,ShADadfF,7,952,8,5535,,normal,6.542914
141,2011-01-25 18:54:04.532706021,C9lasx39E9l6ZWcJuf,172.16.255.1,10623,194.165.188.79,33033,tcp,,0 days 00:00:03.012055,0,0,S0,,,0,S,2,104,0,0,,normal,3.012055
142,2011-01-25 18:54:00.336850882,CC6fim2szKyEAfPlQe,172.16.255.1,54048,224.0.0.252,5355,udp,dns,0 days 00:00:00.100402,44,0,S0,,,0,D,2,100,0,0,,normal,0.100402
143,2011-01-25 18:54:05.564499140,CU9ABw22ChMT7cSOE2,172.16.255.1,10624,213.166.51.4,33033,tcp,,,0,0,S0,,,0,S,1,52,0,0,,normal,0.0
144,2011-01-25 18:54:06.141501904,CGiVfpdB9jzmqvjKf,172.16.255.1,10625,194.165.188.79,33033,tcp,,,0,0,S0,,,0,S,1,52,0,0,,normal,0.0
145,2011-01-25 18:54:07.186881065,CV3r9o1eFbWJxhiYE,172.16.255.1,10626,213.166.51.4,33033,tcp,,,0,0,S0,,,0,S,1,52,0,0,,normal,0.0
146,2011-01-25 18:54:08.820543051,Ci7a5JZ1ZdZ2B5s6f,172.16.255.1,10628,194.165.188.76,12350,tcp,,0 days 00:00:03.097117,0,0,S0,,,0,S,2,104,0,0,,normal,3.097117
147,2011-01-25 18:54:08.821959019,Cc0SCP2jZH6T8xIne,172.16.255.1,10629,212.8.166.36,12350,tcp,,0 days 00:00:03.095769,0,0,S0,,,0,S,2,104,0,0,,normal,3.095769
148,2011-01-25 18:54:08.891455173,CMWn1r32D35f3lXzRa,172.16.255.1,10630,204.9.163.158,80,tcp,http,0 days 00:00:00.150006,219,285,SF,,,0,ShADadfF,5,431,5,497,,normal,0.150006
149,2011-01-25 18:54:09.773160934,C4GC2U1NUFN3YxCZ8g,172.16.255.1,10631,204.9.163.184,12350,tcp,,0 days 00:00:03.005468,0,0,S0,,,0,S,2,104,0,0,,normal,3.005468
150,2011-01-25 18:54:10.419975042,C4bGGdH84mE9yfPa3,172.16.255.1,10632,194.165.188.76,12350,tcp,,,0,0,S0,,,0,S,1,52,0,0,,normal,0.0
151,2011-01-25 18:54:10.420249939,CBpScMskzygVHQg28,172.16.255.1,10633,212.8.166.36,12350,tcp,,,0,0,S0,,,0,S,1,52,0,0,,normal,0.0
152,2011-01-25 18:54:11.385993958,CqfZZu2YhlLG9KTsAl,172.16.255.1,10634,204.9.163.184,12350,tcp,,,0,0,S0,,,0,S,1,52,0,0,,normal,0.0
153,2011-01-25 18:54:11.868563175,Chh8FC4OhRkdmEZcfg,192.168.3.131,57885,72.14.213.103,80,tcp,,0 days 00:00:00.000074,0,0,SHR,,,0,^fA,1,40,1,40,,normal,7.4e-05
154,2011-01-25 18:54:11.870508909,ClB6NA3SEpADK4MXk8,192.168.3.131,57888,72.14.213.103,80,tcp,,0 days 00:00:00.000038,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.8e-05
155,2011-01-25 18:54:11.876508951,CNMiAO1YboyAxdNjy,192.168.3.131,57895,72.14.213.103,80,tcp,,0 days 00:00:00.000038,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.8e-05
156,2011-01-25 18:54:11.885751963,CKA4zx1J0OjfPo3iR4,192.168.3.131,57894,72.14.213.103,80,tcp,,0 days 00:00:00.000037,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.7e-05
157,2011-01-25 18:54:11.888749123,C5A99kwuGxSgrmrv2,192.168.3.131,57892,72.14.213.103,80,tcp,,0 days 00:00:00.000037,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.7e-05
158,2011-01-25 18:54:11.893183947,COfmGoRxYUEsZbeh2,192.168.3.131,57890,72.14.213.103,80,tcp,,0 days 00:00:00.000038,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.8e-05
159,2011-01-25 18:54:11.897747993,Cpjh8Q1H2HmVoFFDf,192.168.3.131,57898,72.14.213.103,80,tcp,,0 days 00:00:00.000038,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.8e-05
160,2011-01-25 18:54:11.898588181,CC6XKm247YnhbGEbN4,192.168.3.131,57886,72.14.213.103,80,tcp,,0 days 00:00:00.000038,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.8e-05
161,2011-01-25 18:54:11.899389029,ChhEz942diiKTpTMEa,192.168.3.131,57893,72.14.213.103,80,tcp,,0 days 00:00:00.000038,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.8e-05
162,2011-01-25 18:54:11.915710926,CeByCvRnSqfFMbDaf,192.168.3.131,57883,72.14.213.103,80,tcp,,0 days 00:00:00.000061,0,0,SHR,,,0,^fA,1,40,1,40,,normal,6.1e-05
163,2011-01-25 18:54:11.918206930,ChitF2W5qe4SGPe39,192.168.3.131,57887,72.14.213.103,80,tcp,,0 days 00:00:00.000038,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.8e-05
164,2011-01-25 18:54:11.923915148,CyE0Rq4Q2GXgUyXS3k,192.168.3.131,57881,72.14.213.103,80,tcp,,0 days 00:00:00.000038,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.8e-05
165,2011-01-25 18:54:11.935157061,CELG2o4aX6H8eC4ime,192.168.3.131,57900,72.14.213.103,80,tcp,,0 days 00:00:00.000040,0,0,SHR,,,0,^fA,1,40,1,40,,normal,4e-05
166,2011-01-25 18:54:11.970685959,CJ26dSVd5N9aKcG7d,192.168.3.131,57879,72.14.213.103,80,tcp,,0 days 00:00:00.000040,0,0,SHR,,,0,^fA,1,40,1,40,,normal,4e-05
167,2011-01-25 18:54:11.972299099,CjF1je1qeihOmqd3mi,192.168.3.131,57889,72.14.213.103,80,tcp,,0 days 00:00:00.000037,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.7e-05
168,2011-01-25 18:54:11.998984098,CjjgvU1R9LkVWDoUdb,192.168.3.131,57899,72.14.213.103,80,tcp,,0 days 00:00:00.000058,0,0,SHR,,,0,^fA,1,40,1,40,,normal,5.8e-05
169,2011-01-25 18:54:12.020417929,CQcBE7Yoffsl1AF3,192.168.3.131,57891,72.14.213.103,80,tcp,,0 days 00:00:00.000041,0,0,SHR,,,0,^fA,1,40,1,40,,normal,4.1e-05
170,2011-01-25 18:54:12.022022009,C3HAEf3uEfakEKuu3l,192.168.3.131,57901,72.14.213.103,80,tcp,,0 days 00:00:00.000037,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.7e-05
171,2011-01-25 18:54:12.100630999,CGOU343OeVle6Brwa6,192.168.3.131,57884,72.14.213.103,80,tcp,,0 days 00:00:00.000044,0,0,SHR,,,0,^fA,1,40,1,40,,normal,4.4e-05
172,2011-01-25 18:54:12.176831007,C8n7yE4GurHsIM2a5f,192.168.3.131,57882,72.14.213.103,80,tcp,,0 days 00:00:00.000049,0,0,SHR,,,0,^fA,1,40,1,40,,normal,4.9e-05
173,2011-01-25 18:54:12.178559065,C3svXb1WVXG1k8Jdcc,192.168.3.131,57902,72.14.213.103,80,tcp,,0 days 00:00:00.000038,0,0,SHR,,,0,^fA,1,40,1,40,,normal,3.8e-05
174,2011-01-25 18:54:12.315213203,CYlKDE4HGRUs7lmZw4,192.168.3.131,57896,72.14.213.103,80,tcp,,0 days 00:00:00.000083,0,0,SHR,,,0,^fA,1,40,1,40,,normal,8.3e-05
175,2011-01-25 18:54:05.771509886,CCGT6P2aAbt4WfGFgb,192.168.3.131,56255,65.54.95.68,80,tcp,http,0 days 00:00:07.508625,660,4752,SF,,,0,ShADadfF,7,952,8,5084,,normal,7.508625
176,2011-01-25 18:54:05.772444963,CKE7rF3mJL32868bR2,192.168.3.131,56257,65.54.95.75,80,tcp,http,0 days 00:00:07.507914,660,4990,SF,,,0,ShADadfF,7,952,8,5322,,normal,7.507914
177,2011-01-25 18:54:05.772126913,Cl6Gu9227DuT1OeYbf,192.168.3.131,56256,65.54.95.75,80,tcp,http,0 days 00:00:07.508290,660,4101,SF,,,0,ShADadfF,7,952,7,4393,,normal,7.50829
178,2011-01-25 18:54:15.952795029,CpNgLr1jB8CxT01tD3,10.0.2.15,2527,64.4.9.254,1863,tcp,,0 days 00:00:00.543426,140,235,SF,,,0,ShADadFf,8,468,9,599,,normal,0.543426
179,2011-01-25 18:54:15.935733080,CBjsSx1ls9FzvnatZ3,10.0.2.15,2526,65.54.186.19,443,tcp,ssl,0 days 00:00:00.712501,4658,20119,SF,,,0,ShADadfF,21,5506,33,21443,,normal,0.712501
180,2011-01-25 18:54:02.935652971,CHn1sw4r4siwTJ9SZ3,192.168.3.131,58487,208.82.236.129,80,tcp,http,0 days 00:00:14.361896,591,2337,SF,,,0,ShADdfFa,5,803,5,2549,,normal,14.361896
181,2011-01-25 18:54:17.199959040,CBj5n11a0cQQ7I3hAk,192.168.3.131,58517,208.82.236.130,80,tcp,http,0 days 00:00:00.228031,443,4789,SF,,,0,ShADdFf,6,695,7,5081,,normal,0.228031
182,2011-01-25 18:54:18.781281948,CkTBcN3Ow587cD1zXg,10.0.2.15,2498,65.55.25.60,443,tcp,,,0,0,RSTOS0,,,0,R,1,40,0,0,,normal,0.0
183,2011-01-25 18:54:14.196897984,CByzGt4sArP7R05ftg,172.16.255.1,10639,204.9.163.181,443,tcp,ssl,0 days 00:00:04.868685,3463,28269,RSTO,,,0,ShADadfR,19,4235,28,29401,,normal,4.868685
184,2011-01-25 18:54:15.221373081,CvrqGI1ZrQjAVm7Um3,172.16.255.1,10643,204.9.163.181,443,tcp,ssl,0 days 00:00:03.845125,1469,5296,RSTO,,,0,ShADadfR,9,1841,9,5668,,normal,3.845125
185,2011-01-25 18:54:15.219848156,CnU2TJ39esBBCsLrxd,172.16.255.1,10641,204.9.163.181,443,tcp,ssl,0 days 00:00:03.846855,1485,10800,RSTO,,,0,ShADadfR,11,1937,13,11332,,normal,3.846855
186,2011-01-25 18:54:15.220450878,CRWJ0s1mlcm9IwFIBa,172.16.255.1,10642,204.9.163.181,443,tcp,ssl,0 days 00:00:03.846408,1485,11296,RSTO,,,0,ShADadfR,11,1937,13,11828,,normal,3.846408
187,2011-01-25 18:54:15.219096184,CxYgQu4DZnpHcvFLY6,172.16.255.1,10640,204.9.163.181,443,tcp,ssl,0 days 00:00:03.847935,1485,17264,RSTO,,,0,ShADadfR,13,2017,18,17996,,normal,3.847935
188,2011-01-25 18:54:07.764141083,C5dCrW3vBTOgQw0EY8,172.16.255.1,10627,194.165.188.79,443,tcp,,0 days 00:00:11.354967,623,353,SF,,,0,ShADadfF,9,995,10,765,,normal,11.354967
189,2011-01-25 18:54:18.224147081,CIFDNv2yIMwkF3Jwk5,172.16.255.1,10649,184.85.226.161,443,tcp,ssl,0 days 00:00:01.573652,6328,11135,RSTO,,,0,ShADadtR,16,6992,16,12240,,normal,1.573652
190,2011-01-25 18:54:15.843173027,CgTE9Q11ervKIw7p4,10.0.2.15,49796,10.0.2.3,53,udp,dns,0 days 00:00:00.108108,39,392,SF,,,0,Dd,1,67,1,420,,normal,0.108108
191,2011-01-25 18:54:15.926096201,CHVq114gIkDD9qbM7g,10.0.2.15,50559,10.0.2.3,53,udp,dns,0 days 00:00:00.006198,32,239,SF,,,0,Dd,1,60,1,267,,normal,0.006198
192,2011-01-25 18:54:20.047757149,CqUxy21SuIc4i21IP8,192.168.3.131,57231,72.14.213.156,80,tcp,,0 days 00:00:01.371866,0,0,SF,,,0,^fAFa,2,80,2,80,,normal,1.371866
193,2011-01-25 18:54:20.081707001,CN1PdW31DqqdRtzwD9,192.168.3.131,57230,72.14.213.156,80,tcp,,0 days 00:00:01.338023,0,0,SF,,,0,^fAFa,2,80,2,80,,normal,1.338023
194,2011-01-25 18:54:21.419799089,CIsI2H24erlIsfIgag,192.168.3.131,57881,72.14.213.103,80,tcp,,0 days 00:00:00.019455,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.019455
195,2011-01-25 18:54:21.419857025,CroD303KGGBiJkcGIl,192.168.3.131,57883,72.14.213.103,80,tcp,,0 days 00:00:00.020220,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.02022
196,2011-01-25 18:54:21.419909954,CKIvgF73DaKKbRzaf,192.168.3.131,57879,72.14.213.103,80,tcp,,0 days 00:00:00.020168,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.020168
197,2011-01-25 18:54:21.419963121,CSItao1bFUewLyN4q8,192.168.3.131,57884,72.14.213.103,80,tcp,,0 days 00:00:00.020941,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.020941
198,2011-01-25 18:54:21.420011997,CHeFt1gUmYxOVZ0Xk,192.168.3.131,57882,72.14.213.103,80,tcp,,0 days 00:00:00.020067,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.020067
199,2011-01-25 18:54:16.421264172,C31UNh6HoTku0C9Hi,192.168.3.131,57880,72.14.213.103,80,tcp,,0 days 00:00:04.998799,0,0,SF,,,0,^fAFa,2,80,2,80,,normal,4.998799
200,2011-01-25 18:54:21.420119047,CH8bFc3dlPzRpSQlm4,192.168.3.131,57888,72.14.213.103,80,tcp,,0 days 00:00:00.020786,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.020786
201,2011-01-25 18:54:21.420171976,CjPm1Bawt30eGMf45,192.168.3.131,57886,72.14.213.103,80,tcp,,0 days 00:00:00.021556,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.021556
202,2011-01-25 18:54:21.420223951,CveYTg3vA62TDlKQdc,192.168.3.131,57885,72.14.213.103,80,tcp,,0 days 00:00:00.021506,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.021506
203,2011-01-25 18:54:21.420274019,CfxLjIIMal0ewOPd7,192.168.3.131,57890,72.14.213.103,80,tcp,,0 days 00:00:00.022276,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.022276
204,2011-01-25 18:54:21.420325994,CFwCGd4rV8CGxDaAjf,192.168.3.131,57887,72.14.213.103,80,tcp,,0 days 00:00:00.022222,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.022222
205,2011-01-25 18:54:21.420423985,CtGN4Nl3UridYFbj7,192.168.3.131,57889,72.14.213.103,80,tcp,,0 days 00:00:00.022910,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.02291
206,2011-01-25 18:54:21.420497179,CJD4OH3AEoUgN6TZPi,192.168.3.131,57898,72.14.213.103,80,tcp,,0 days 00:00:00.022053,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.022053
207,2011-01-25 18:54:21.420552015,CwijXZm3QfGwr0WTj,192.168.3.131,57900,72.14.213.103,80,tcp,,0 days 00:00:00.022784,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.022784
208,2011-01-25 18:54:21.420601845,CXOQDJ7k1LtW56Fuj,192.168.3.131,57899,72.14.213.103,80,tcp,,0 days 00:00:00.022735,0,0,SH,,,0,Fa,1,40,1,40,,normal,0.022735
